x,y,z
234,56,62.0
235,44,62.0
235,56,62.0
236,44,62.0
236,56,62.0
237,44,62.0
237,56,62.0
238,44,62.0
238,56,62.0
239,44,62.0
239,56,62.0
240,44,62.0
240,56,62.0
241,44,62.0
241,56,62.0
242,44,62.0
242,56,62.0
243,44,62.0
243,56,62.0
244,44,62.0
244,56,62.0
245,44,62.0
245,56,62.0
246,44,62.0
246,56,62.0
247,44,62.0
247,56,62.0
248,44,62.0
248,56,62.0
249,44,62.0
249,56,62.0
250,44,62.0
250,56,62.0
251,44,62.0
251,56,62.0
252,44,88.0
253,44,88.0
254,44,88.0
255,44,88.0
256,44,88.0
257,44,88.0
258,44,88.0
259,44,88.0
260,44,88.0
261,44,88.0
262,44,88.0
263,44,88.0
264,44,88.0
265,44,88.0
266,44,88.0
267,44,88.0
268,44,88.0
269,44,88.0
270,44,88.0
271,44,88.0
272,44,88.0
273,44,88.0
274,44,88.0
275,44,88.0
276,44,88.0
277,44,88.0
278,44,88.0
279,44,88.0
280,44,88.0
281,44,88.0
282,44,88.0
283,44,88.0
284,44,88.0
285,44,88.0
286,44,88.0
287,44,88.0
288,42,62.0
288,54,62.0
289,42,62.0
289,54,62.0
290,42,62.0
290,54,62.0
291,44,62.0
291,56,62.0
292,44,62.0
292,56,62.0
293,44,62.0
293,56,62.0
294,44,62.0
294,56,62.0
295,44,62.0
295,56,62.0
296,44,62.0
296,56,62.0
297,44,62.0
297,56,62.0
298,44,62.0
298,56,62.0
299,44,62.0
299,56,62.0
300,44,62.0
300,56,62.0
301,44,62.0
301,56,62.0
302,44,62.0
302,56,62.0
303,44,62.0
303,56,62.0
304,44,62.0
304,56,62.0
305,44,62.0
305,56,62.0
306,44,62.0
306,56,62.0
307,44,62.0
307,56,62.0
308,44,62.0
308,56,62.0
309,44,62.0
309,56,62.0
310,44,62.0
310,56,62.0
311,44,62.0
311,56,62.0
312,44,62.0
312,56,62.0
313,44,62.0
313,56,62.0
314,44,62.0
314,56,62.0
315,44,62.0
315,56,62.0
316,44,62.0
316,56,62.0
317,44,62.0
317,56,62.0
318,44,62.0
318,56,62.0
319,44,62.0
319,56,62.0
320,44,62.0
320,56,62.0
321,44,62.0
321,56,62.0
322,44,62.0
322,56,62.0
323,44,62.0
323,56,62.0
324,44,88.0
324,56,62.0
325,44,88.0
325,56,62.0
326,44,88.0
326,56,62.0
327,44,88.0
327,56,62.0
328,44,88.0
328,56,62.0
329,44,88.0
329,56,62.0
330,44,88.0
330,56,62.0
331,44,88.0
331,56,62.0
332,44,88.0
332,56,62.0
333,44,88.0
333,56,62.0
334,44,88.0
334,56,62.0
335,44,88.0
335,56,62.0
336,44,62.0
336,56,62.0
337,44,62.0
337,56,62.0
338,44,62.0
338,56,62.0
339,44,62.0
339,56,62.0
340,44,62.0
340,56,62.0
341,44,62.0
341,56,62.0
342,44,62.0
342,56,62.0
343,44,62.0
343,56,62.0
344,44,62.0
344,56,62.0
345,44,62.0
345,56,62.0
346,44,62.0
346,56,62.0
347,44,62.0
347,56,62.0
348,44,88.0
348,56,88.0
349,44,88.0
349,56,88.0
350,44,88.0
350,56,88.0
351,44,88.0
351,56,88.0
352,44,88.0
352,56,88.0
353,44,88.0
353,56,88.0
354,44,88.0
354,56,88.0
355,44,88.0
355,56,88.0
356,44,88.0
356,56,88.0
357,44,88.0
357,56,88.0
358,44,88.0
358,56,88.0
359,44,88.0
359,56,88.0
384,53,62.0
384,59,62.0
385,53,62.0
385,59,62.0
386,53,62.0
386,59,62.0
387,53,62.0
387,59,62.0
388,53,62.0
388,59,62.0
389,53,62.0
389,59,62.0
390,53,62.0
390,59,62.0
391,53,62.0
391,59,62.0
392,53,62.0
392,59,62.0
393,53,62.0
393,59,62.0
394,53,62.0
394,59,62.0
395,53,62.0
395,59,62.0
396,53,62.0
396,59,62.0
397,53,62.0
397,59,62.0
398,53,62.0
398,59,62.0
399,53,62.0
399,59,62.0
400,53,62.0
400,59,62.0
401,53,62.0
401,59,62.0
402,53,62.0
402,59,62.0
403,53,62.0
403,59,62.0
404,53,62.0
404,59,62.0
405,53,62.0
405,59,62.0
406,53,62.0
406,59,62.0
407,53,62.0
407,59,62.0
408,59,62.0
408,61,62.0
409,59,62.0
409,61,62.0
410,59,62.0
410,61,62.0
411,62,62.0
412,62,62.0
413,62,62.0
414,62,62.0
415,62,62.0
416,62,62.0
417,62,62.0
418,62,62.0
419,62,62.0
420,62,62.0
421,62,62.0
422,62,62.0
423,62,62.0
424,62,62.0
425,62,62.0
426,62,62.0
427,62,62.0
428,62,62.0
429,62,62.0
430,62,62.0
431,62,62.0
432,62,62.0
433,62,62.0
434,62,62.0
435,62,62.0
436,62,62.0
437,62,62.0
438,62,62.0
439,62,62.0
440,62,62.0
441,62,62.0
442,62,62.0
443,62,62.0
444,62,62.0
445,62,62.0
446,62,62.0
447,62,62.0
448,62,62.0
449,62,62.0
450,62,62.0
451,62,62.0
452,62,62.0
453,62,62.0
454,62,62.0
455,62,62.0
456,54,62.0
456,60,62.0
456,63,62.0
457,54,62.0
457,60,62.0
457,63,62.0
458,54,62.0
458,60,62.0
458,63,62.0
459,57,62.0
459,64,62.0
460,57,62.0
460,64,62.0
461,57,62.0
461,64,62.0
462,57,62.0
462,64,62.0
463,57,62.0
463,64,62.0
464,57,62.0
464,64,62.0
465,57,62.0
465,64,62.0
466,57,62.0
466,64,62.0
467,57,62.0
467,64,62.0
468,57,62.0
468,64,62.0
469,57,62.0
469,64,62.0
470,57,62.0
470,64,62.0
471,57,62.0
471,64,62.0
472,57,62.0
472,64,62.0
473,57,62.0
473,64,62.0
474,57,62.0
474,64,62.0
475,57,62.0
475,64,62.0
476,57,62.0
476,64,62.0
477,57,62.0
477,64,62.0
478,57,62.0
478,64,62.0
479,57,62.0
479,64,62.0
480,57,62.0
480,64,62.0
481,57,62.0
481,64,62.0
482,57,62.0
482,64,62.0
483,57,62.0
483,64,62.0
484,57,62.0
484,64,62.0
485,57,62.0
485,64,62.0
486,57,62.0
486,64,62.0
487,57,62.0
487,64,62.0
488,57,62.0
488,64,62.0
489,57,62.0
489,64,62.0
490,57,62.0
490,64,62.0
491,57,62.0
491,64,62.0
492,57,62.0
492,64,62.0
493,57,62.0
493,64,62.0
494,57,62.0
494,64,62.0
495,57,62.0
495,64,62.0
496,57,62.0
496,64,62.0
497,57,62.0
497,64,62.0
498,57,62.0
498,64,62.0
499,57,62.0
499,64,62.0
500,57,62.0
500,64,62.0
501,57,62.0
501,64,62.0
502,57,62.0
502,64,62.0
503,57,62.0
503,64,62.0
528,60,62.0
528,72,62.0
529,60,62.0
529,72,62.0
530,60,62.0
530,72,62.0
531,60,62.0
531,72,62.0
532,60,62.0
532,72,62.0
533,60,62.0
533,72,62.0
534,60,62.0
534,72,62.0
535,60,62.0
535,72,62.0
536,60,62.0
536,72,62.0
537,60,62.0
537,72,62.0
538,60,62.0
538,72,62.0
539,60,62.0
539,72,62.0
540,60,62.0
540,72,62.0
541,60,62.0
541,72,62.0
542,60,62.0
542,72,62.0
543,60,62.0
543,72,62.0
544,60,62.0
544,72,62.0
545,60,62.0
545,72,62.0
546,60,62.0
546,72,62.0
547,60,62.0
547,72,62.0
548,60,62.0
548,72,62.0
549,60,62.0
549,72,62.0
550,60,62.0
550,72,62.0
551,60,62.0
551,72,62.0
552,60,62.0
552,72,62.0
553,60,62.0
553,72,62.0
554,60,62.0
554,72,62.0
555,60,62.0
555,72,62.0
556,60,62.0
556,72,62.0
557,60,62.0
557,72,62.0
558,60,62.0
558,72,62.0
559,60,62.0
559,72,62.0
560,60,88.0
560,72,88.0
561,60,88.0
561,72,88.0
562,60,88.0
562,72,88.0
563,60,88.0
563,72,88.0
564,60,88.0
564,72,88.0
565,60,88.0
565,72,88.0
566,60,88.0
566,72,88.0
567,60,88.0
567,72,88.0
568,60,88.0
568,72,88.0
569,60,88.0
569,72,88.0
570,60,88.0
570,72,88.0
571,60,88.0
571,72,88.0
572,60,88.0
572,72,88.0
573,60,88.0
573,72,88.0
574,60,88.0
574,72,88.0
575,60,88.0
575,72,88.0
576,60,88.0
576,72,88.0
577,60,88.0
577,72,88.0
578,60,88.0
578,72,88.0
579,60,88.0
579,72,88.0
580,60,88.0
580,72,88.0
581,60,88.0
581,72,88.0
582,60,88.0
582,72,88.0
583,60,88.0
583,72,88.0
584,60,88.0
584,72,88.0
585,60,88.0
585,72,88.0
586,60,88.0
586,72,88.0
587,60,88.0
587,72,88.0
588,60,88.0
588,72,88.0
589,60,88.0
589,72,88.0
590,60,88.0
590,72,88.0
591,60,88.0
591,72,88.0
592,60,88.0
592,72,88.0
593,60,88.0
593,72,88.0
594,60,88.0
594,72,88.0
595,60,88.0
595,72,88.0
596,60,88.0
596,72,88.0
597,60,88.0
597,72,88.0
598,60,88.0
598,72,88.0
599,60,88.0
599,72,88.0
600,60,88.0
600,72,88.0
601,60,88.0
601,72,88.0
602,60,88.0
602,72,88.0
603,60,88.0
603,72,88.0
604,60,88.0
604,72,88.0
605,60,88.0
605,72,88.0
606,60,88.0
606,72,88.0
607,60,88.0
607,72,88.0
608,60,88.0
608,72,88.0
609,60,88.0
609,72,88.0
610,60,88.0
610,72,88.0
611,60,88.0
611,72,88.0
912,68,62.0
913,68,62.0
914,68,62.0
915,69,62.0
916,69,62.0
917,69,62.0
918,69,62.0
919,69,62.0
920,69,62.0
921,69,62.0
922,69,62.0
923,69,62.0
924,69,62.0
925,69,62.0
926,69,62.0
927,69,62.0
928,69,62.0
929,69,62.0
930,69,62.0
931,69,62.0
932,69,62.0
933,69,62.0
934,69,62.0
935,69,62.0
936,68,62.0
937,68,62.0
938,68,62.0
939,66,62.0
940,66,62.0
941,66,62.0
942,66,62.0
943,66,62.0
944,66,62.0
945,66,62.0
946,66,62.0
947,66,62.0
948,66,62.0
949,66,62.0
950,66,62.0
951,66,62.0
952,66,62.0
953,66,62.0
954,66,62.0
955,66,62.0
956,66,62.0
957,66,62.0
958,66,62.0
959,66,62.0
960,66,62.0
961,66,62.0
962,66,62.0
963,66,62.0
964,66,62.0
965,66,62.0
966,66,62.0
967,66,62.0
968,66,62.0
969,66,62.0
970,66,62.0
971,66,62.0
972,66,62.0
973,66,62.0
974,66,62.0
975,66,62.0
976,66,62.0
977,66,62.0
978,66,62.0
979,66,62.0
980,66,62.0
981,66,62.0
982,66,62.0
983,66,62.0
1044,59,62.0
1044,63,62.0
1044,68,62.0
1045,59,62.0
1045,63,62.0
1045,68,62.0
1046,59,62.0
1046,63,62.0
1046,68,62.0
1047,60,62.0
1047,64,62.0
1047,66,62.0
1048,60,62.0
1048,64,62.0
1048,66,62.0
1049,60,62.0
1049,64,62.0
1049,66,62.0
1050,60,62.0
1050,64,62.0
1050,66,62.0
1051,60,62.0
1051,64,62.0
1051,66,62.0
1052,60,62.0
1052,64,62.0
1052,66,62.0
1053,60,62.0
1053,64,62.0
1053,66,62.0
1054,60,62.0
1054,64,62.0
1054,66,62.0
1055,60,62.0
1055,64,62.0
1055,66,62.0
1080,59,62.0
1081,47,62.0
1082,47,62.0
1083,59,62.0
1084,47,62.0
1085,47,62.0
1086,59,62.0
1087,47,62.0
1088,47,62.0
1089,59,62.0
1090,47,62.0
1091,47,62.0
1092,57,62.0
1093,45,62.0
1094,45,62.0
1095,57,62.0
1096,45,62.0
1097,45,62.0
1098,57,62.0
1099,45,62.0
1100,45,62.0
1101,57,62.0
1102,45,62.0
1103,45,62.0
1104,56,62.0
1105,44,62.0
1106,44,62.0
1107,56,62.0
1108,44,62.0
1109,44,62.0
1110,56,62.0
1111,44,62.0
1112,44,62.0
1113,56,62.0
1114,44,62.0
1115,44,62.0
1116,54,62.0
1117,42,62.0
1118,42,62.0
1119,54,62.0
1120,42,62.0
1121,42,62.0
1122,54,62.0
1123,42,62.0
1124,42,62.0
1125,54,62.0
1126,42,62.0
1127,42,62.0
1128,47,62.0
1129,35,62.0
1130,35,62.0
1131,47,62.0
1132,35,62.0
1133,35,62.0
1134,47,62.0
1135,35,62.0
1136,35,62.0
1137,47,62.0
1138,35,62.0
1139,35,62.0
1140,45,62.0
1141,33,62.0
1142,33,62.0
1143,45,62.0
1144,33,62.0
1145,33,62.0
1146,45,62.0
1147,33,62.0
1148,33,62.0
1149,45,62.0
1150,33,62.0
1151,33,62.0
1152,47,62.0
1153,35,62.0
1154,35,62.0
1155,47,62.0
1156,35,62.0
1157,35,62.0
1158,47,62.0
1159,35,62.0
1160,35,62.0
1161,47,62.0
1162,35,62.0
1163,35,62.0
1164,45,62.0
1165,33,62.0
1166,33,62.0
1167,45,62.0
1168,33,62.0
1169,33,62.0
1170,45,62.0
1171,33,62.0
1172,33,62.0
1173,45,62.0
1174,33,62.0
1175,33,62.0
1176,49,49.0
1177,49,49.0
1178,49,49.0
1179,49,49.0
1180,49,49.0
1181,49,49.0
1182,49,49.0
1183,49,49.0
1184,49,49.0
1185,49,49.0
1186,49,49.0
1187,49,49.0
1188,49,49.0
1189,49,49.0
1190,49,49.0
1191,49,49.0
1192,49,49.0
1193,49,49.0
1194,49,49.0
1195,49,49.0
1196,49,49.0
1197,49,49.0
1198,49,49.0
1199,49,49.0
1200,54,49.0
1201,54,49.0
1202,54,49.0
1203,54,49.0
1204,54,49.0
1205,54,49.0
1206,54,49.0
1207,54,49.0
1208,54,49.0
1209,54,49.0
1210,54,49.0
1211,54,49.0
1212,54,49.0
1213,54,49.0
1214,54,49.0
1215,54,49.0
1216,54,49.0
1217,54,49.0
1218,54,49.0
1219,54,49.0
1220,54,49.0
1221,54,49.0
1222,54,49.0
1223,54,49.0
1224,56,49.0
1225,56,49.0
1226,56,49.0
1227,56,49.0
1228,56,49.0
1229,56,49.0
1230,56,49.0
1231,56,49.0
1232,56,49.0
1233,56,49.0
1234,56,49.0
1235,56,49.0
1236,56,49.0
1237,56,49.0
1238,56,49.0
1239,56,49.0
1240,56,49.0
1241,56,49.0
1242,56,49.0
1243,56,49.0
1244,56,49.0
1245,56,49.0
1246,56,49.0
1247,56,49.0
1248,59,62.0
1249,59,62.0
1250,59,62.0
1251,59,62.0
1252,59,62.0
1253,59,62.0
1254,59,62.0
1255,59,62.0
1256,59,62.0
1257,59,62.0
1258,59,62.0
1259,59,62.0
1260,59,62.0
1261,59,62.0
1262,59,62.0
1263,59,62.0
1264,59,62.0
1265,59,62.0
1266,59,62.0
1267,59,62.0
1268,59,62.0
1269,59,62.0
1270,59,62.0
1271,59,62.0
1272,61,75.0
1273,61,75.0
1274,61,75.0
1275,61,75.0
1276,61,75.0
1277,61,75.0
1278,61,75.0
1279,61,75.0
1280,61,75.0
1281,61,75.0
1282,61,75.0
1283,61,75.0
1284,61,75.0
1285,61,75.0
1286,61,75.0
1287,61,75.0
1288,61,75.0
1289,61,75.0
1290,61,75.0
1291,61,75.0
1292,61,75.0
1293,61,75.0
1294,61,75.0
1295,61,75.0
1296,66,88.0
1297,66,88.0
1298,66,88.0
1299,66,88.0
1300,66,88.0
1301,66,88.0
1302,66,88.0
1303,66,88.0
1304,66,88.0
1305,66,88.0
1306,66,88.0
1307,66,88.0
1308,66,88.0
1309,66,88.0
1310,66,88.0
1311,66,88.0
1312,66,88.0
1313,66,88.0
1314,66,88.0
1315,66,88.0
1316,66,88.0
1317,66,88.0
1318,66,88.0
1319,66,88.0
1320,54,49.0
1321,49,49.0
1322,49,49.0
1323,54,49.0
1324,49,49.0
1325,49,49.0
1326,54,49.0
1327,49,49.0
1328,49,49.0
1329,54,49.0
1330,49,49.0
1331,49,49.0
1332,54,49.0
1333,49,49.0
1334,49,49.0
1335,54,49.0
1336,49,49.0
1337,49,49.0
1338,56,49.0
1339,49,49.0
1340,49,49.0
1341,56,49.0
1342,49,49.0
1343,49,49.0
1344,56,49.0
1345,49,49.0
1346,49,49.0
1347,56,49.0
1348,49,49.0
1349,49,49.0
1350,56,49.0
1351,49,49.0
1352,49,49.0
1353,56,49.0
1354,49,49.0
1355,49,49.0
1356,54,49.0
1357,49,49.0
1358,49,49.0
1359,54,49.0
1360,49,49.0
1361,49,49.0
1362,54,49.0
1363,49,49.0
1364,49,49.0
1365,54,49.0
1366,49,49.0
1367,49,49.0
1368,54,49.0
1369,49,49.0
1370,49,49.0
1371,54,49.0
1372,49,49.0
1373,49,49.0
1374,56,49.0
1375,49,49.0
1376,49,49.0
1377,56,49.0
1378,49,49.0
1379,49,49.0
1380,56,49.0
1381,49,49.0
1382,49,49.0
1383,56,49.0
1384,49,49.0
1385,49,49.0
1386,56,49.0
1387,49,49.0
1388,49,49.0
1389,56,49.0
1390,49,49.0
1391,49,49.0
1392,54,49.0
1393,59,49.0
1394,59,49.0
1395,54,49.0
1396,59,49.0
1397,59,49.0
1398,54,49.0
1399,59,49.0
1400,59,49.0
1401,54,49.0
1402,59,49.0
1403,59,49.0
1404,54,49.0
1405,59,49.0
1406,59,49.0
1407,54,49.0
1408,59,49.0
1409,59,49.0
1410,56,49.0
1411,61,49.0
1412,61,49.0
1413,56,49.0
1414,61,49.0
1415,61,49.0
1416,56,49.0
1417,61,49.0
1418,61,49.0
1419,56,49.0
1420,61,49.0
1421,61,49.0
1422,56,49.0
1423,61,49.0
1424,61,49.0
1425,56,62.0
1426,61,62.0
1427,61,62.0
1428,54,62.0
1429,59,62.0
1430,59,62.0
1431,54,62.0
1432,59,62.0
1433,59,62.0
1434,54,62.0
1435,59,62.0
1436,59,62.0
1437,54,62.0
1438,59,62.0
1439,59,62.0
1440,54,62.0
1441,59,62.0
1442,59,62.0
1443,54,62.0
1444,59,62.0
1445,59,62.0
1446,56,62.0
1447,61,75.0
1448,61,75.0
1449,56,75.0
1450,61,75.0
1451,61,75.0
1452,56,75.0
1453,61,75.0
1454,61,75.0
1455,56,75.0
1456,61,75.0
1457,61,75.0
1458,56,75.0
1459,61,75.0
1460,61,75.0
1461,56,75.0
1462,61,75.0
1463,61,75.0
1464,54,49.0
1465,49,49.0
1466,49,49.0
1467,54,49.0
1468,49,49.0
1469,49,49.0
1470,54,49.0
1471,49,49.0
1472,49,49.0
1473,54,49.0
1474,49,49.0
1475,49,49.0
1476,54,49.0
1477,49,49.0
1478,49,49.0
1479,54,49.0
1480,49,49.0
1481,49,49.0
1482,56,49.0
1483,49,49.0
1484,49,49.0
1485,56,49.0
1486,49,49.0
1487,49,49.0
1488,56,49.0
1489,49,49.0
1490,49,49.0
1491,56,49.0
1492,49,49.0
1493,49,49.0
1494,56,49.0
1495,49,49.0
1496,49,49.0
1497,56,49.0
1498,49,49.0
1499,49,49.0
1500,54,49.0
1501,49,49.0
1502,49,49.0
1503,54,49.0
1504,49,49.0
1505,49,49.0
1506,54,49.0
1507,49,49.0
1508,49,49.0
1509,54,49.0
1510,49,49.0
1511,49,49.0
1512,54,49.0
1513,49,49.0
1514,49,49.0
1515,54,49.0
1516,49,49.0
1517,49,49.0
1518,56,49.0
1519,49,49.0
1520,49,49.0
1521,56,49.0
1522,49,49.0
1523,49,49.0
1524,56,49.0
1525,49,49.0
1526,49,49.0
1527,56,49.0
1528,49,49.0
1529,49,49.0
1530,56,49.0
1531,49,49.0
1532,49,49.0
1533,56,49.0
1534,49,49.0
1535,49,49.0
1536,54,49.0
1537,59,49.0
1538,59,49.0
1539,54,49.0
1540,59,49.0
1541,59,49.0
1542,54,49.0
1543,59,49.0
1544,59,49.0
1545,54,49.0
1546,59,49.0
1547,59,49.0
1548,54,49.0
1549,59,49.0
1550,59,49.0
1551,54,49.0
1552,59,49.0
1553,59,49.0
1554,56,62.0
1555,61,62.0
1556,61,62.0
1557,56,62.0
1558,61,62.0
1559,61,62.0
1560,56,62.0
1561,61,62.0
1562,61,62.0
1563,56,62.0
1564,61,62.0
1565,61,62.0
1566,56,62.0
1567,61,62.0
1568,61,62.0
1569,56,62.0
1570,61,75.0
1571,61,75.0
1572,54,75.0
1573,59,75.0
1574,59,75.0
1575,54,75.0
1576,59,75.0
1577,59,75.0
1578,54,75.0
1579,59,75.0
1580,59,75.0
1581,54,75.0
1582,59,75.0
1583,59,75.0
1584,54,75.0
1585,59,75.0
1586,59,75.0
1587,54,75.0
1588,59,75.0
1589,59,75.0
1590,56,75.0
1591,61,75.0
1592,61,75.0
1593,56,88.0
1594,61,88.0
1595,61,88.0
1596,56,88.0
1597,61,88.0
1598,61,88.0
1599,56,88.0
1600,61,88.0
1601,61,88.0
1602,56,88.0
1603,61,88.0
1604,61,88.0
1605,56,88.0
1606,61,88.0
1607,61,88.0
1608,54,49.0
1609,49,49.0
1610,49,49.0
1611,54,49.0
1612,49,49.0
1613,49,49.0
1614,54,49.0
1615,49,49.0
1616,49,49.0
1617,54,49.0
1618,49,49.0
1619,49,49.0
1620,54,49.0
1621,49,49.0
1622,49,49.0
1623,54,49.0
1624,49,49.0
1625,49,49.0
1626,56,49.0
1627,49,49.0
1628,49,49.0
1629,56,49.0
1630,49,49.0
1631,49,49.0
1632,56,49.0
1633,49,49.0
1634,49,49.0
1635,56,49.0
1636,49,49.0
1637,49,49.0
1638,56,62.0
1639,49,62.0
1640,49,62.0
1641,56,62.0
1642,49,62.0
1643,49,62.0
1644,54,62.0
1645,49,62.0
1646,49,62.0
1647,54,62.0
1648,49,62.0
1649,49,62.0
1650,54,62.0
1651,49,62.0
1652,49,62.0
1653,54,62.0
1654,49,62.0
1655,49,62.0
1656,54,62.0
1657,49,62.0
1658,49,62.0
1659,54,62.0
1660,49,62.0
1661,49,62.0
1662,56,62.0
1663,49,62.0
1664,49,62.0
1665,56,62.0
1666,49,62.0
1667,49,62.0
1668,56,62.0
1669,49,62.0
1670,49,62.0
1671,56,62.0
1672,49,62.0
1673,49,62.0
1674,56,62.0
1675,49,62.0
1676,49,62.0
1677,56,62.0
1678,49,62.0
1679,49,62.0
1680,66,75.0
1680,71,75.0
1681,59,75.0
1682,59,75.0
1683,66,75.0
1683,71,75.0
1684,59,75.0
1685,59,75.0
1686,66,75.0
1686,71,75.0
1687,59,75.0
1688,59,75.0
1689,66,75.0
1689,71,75.0
1690,59,75.0
1691,59,75.0
1692,66,75.0
1692,71,75.0
1693,59,75.0
1694,59,75.0
1695,66,75.0
1695,71,75.0
1696,59,75.0
1697,59,75.0
1698,68,75.0
1698,73,75.0
1699,61,75.0
1700,61,75.0
1701,68,75.0
1701,73,75.0
1702,61,75.0
1703,61,75.0
1704,68,75.0
1704,73,75.0
1705,61,75.0
1706,61,75.0
1707,68,75.0
1707,73,75.0
1708,61,75.0
1709,61,75.0
1710,68,75.0
1710,73,75.0
1711,61,75.0
1712,61,75.0
1713,68,75.0
1713,73,75.0
1714,61,75.0
1715,61,75.0
